Dependents,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Gender_Male,Married_Yes,Education_Not Graduate,Self_Employed_Yes,Property_Area_Semiurban,Property_Area_Urban,TotalIncome,TotalIncomeByPerson,Cuota,%Cuota,log_ApplicantIncome,log_TotalIncome,Loan_Status
0.0,0.1026075476775073,0.0,0.1762870514820592,0.7435897435897436,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0489969089035699,0.0853459414178415,0.0340258958145137,0.0738713667139612,0.3825424106880599,0.25859634301447,0
0.0,0.0326889441996566,0.0704154366765065,0.1310452418096724,0.7435897435897436,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0798108976301593,0.1214380031520211,0.025293586269196,0.0386722724207399,0.1773458867857531,0.350875696061026,1
0.3333333333333333,0.0787267498570508,0.0,0.1341653666146646,0.7435897435897436,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0352263773562034,0.0281126208629722,0.0258958145137006,0.068418259269161,0.3263628927531665,0.2057172752360343,0
0.0,0.2029237159866786,0.0,0.1825273010920437,0.7435897435897436,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.1068428389599369,0.1531001973562777,0.035230352303523,0.0429568967545868,0.5469055200006907,0.4133034020477897,0
0.0,0.0800721469173582,0.057719538243694,0.1591263650546022,0.7435897435897436,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0943087459846051,0.1384191620167255,0.030713640469738,0.0413206749806908,0.3298101442419749,0.3859874527655886,0
0.0,0.0436202953146543,0.0530155758753929,0.1950078003120125,0.7435897435897436,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0685374871204315,0.1082335903224432,0.0376392652815417,0.0651972317869951,0.2196551008931844,0.3203581974712439,0
0.0,0.0797778413104159,0.0003868769251445,0.1216848673946958,0.7435897435897436,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0362232862801381,0.0703843478252474,0.023486901535682,0.0612262845026081,0.3290592894257234,0.2098802610789878,0
0.0,0.4256289731256896,0.0,0.1981279251170047,0.7435897435897436,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.2352627431965573,0.3035169172665445,0.0382414935260463,0.0218605058218447,0.7491108382668132,0.6036295052754088,0
0.0,0.1560870808247269,0.0,0.2012480499219968,0.7435897435897436,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0798351415237287,0.1214663997387514,0.038843721770551,0.0601279839605323,0.4806476199086291,0.3509380397482178,1
0.0,0.048034879418788,0.0,0.095163806552262,0.7435897435897436,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0175283350506091,0.0484871718419446,0.0183679614573923,0.0673281778481758,0.2352449832272687,0.1199523863447993,0
0.3333333333333333,0.117280784366485,0.0,0.1606864274570983,0.7435897435897436,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0574580277592581,0.0411324558788033,0.0310147545919903,0.0606615452926958,0.4126528252808508,0.2869378224827383,0
0.6666666666666666,0.2253750294305585,0.0239998080015359,0.2776911076443057,0.7435897435897436,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.1440329716952542,0.056892561514106,0.0535983137609153,0.051508677853968,0.5743030069815953,0.4820503676179219,1
0.0,0.0572003968921322,0.0513115895072839,0.0764430577223088,0.7435897435897436,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0746469482998969,0.1153895301784725,0.0147545919903643,0.0232774033902968,0.2653306607564012,0.3372870409899717,0
0.6666666666666666,0.3649599744374524,0.0,0.1606864274570983,0.7435897435897436,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.200278804776047,0.0788525885855187,0.0310147545919903,0.0203723911564209,0.7056331115124612,0.5627060202686476,0
